 450.0000000,0.2605455
 950.0000000,0.2802260
1450.0000000,0.3513553
1950.0000000,0.3077839
2450.0000000,0.2543483
2950.0000000,0.3341129
3450.0000000,0.2416620
3950.0000000,0.2933773
4450.0000000,0.2649142
4950.0000000,0.3296826
5450.0000000,0.2118744
5950.0000000,0.3425846
6450.0000000,0.3120182
6950.0000000,0.3793704
7450.0000000,0.3671645
7950.0000000,0.1886013
8450.0000000,0.3741039
8950.0000000,0.3360680
9450.0000000,0.4631452
9950.0000000,0.3241448
10450.0000000,0.2716727
10950.0000000,0.1974490
11450.0000000,0.2317986
11950.0000000,0.5100480
12450.0000000,0.3495892
12950.0000000,0.3270507
13450.0000000,0.3350433
13950.0000000,0.2658691
14450.0000000,0.2570766
14950.0000000,0.1997647
15450.0000000,0.2426336
15950.0000000,0.2369433
16450.0000000,0.3224119
16950.0000000,0.2333091
17450.0000000,0.3328014
17950.0000000,0.2899932
18450.0000000,0.3068210
18950.0000000,0.2695895
19450.0000000,0.2774326
19950.0000000,0.2881530
20450.0000000,0.2921271
20950.0000000,0.2012033
21450.0000000,0.3286802
21950.0000000,0.1841298
22450.0000000,0.2239559
22950.0000000,0.3301812
23450.0000000,0.2918718
23950.0000000,0.2252774
24450.0000000,0.3224063
24950.0000000,0.3376732
25450.0000000,0.2018761
25950.0000000,0.2734267
26450.0000000,0.2681936
26950.0000000,0.2337782
27450.0000000,0.4703132
27950.0000000,0.1959556
28450.0000000,0.3157688
28950.0000000,0.3460371
29450.0000000,0.2890122
29950.0000000,0.3760045
30450.0000000,0.2762256
30950.0000000,0.2763796
31450.0000000,0.3422724
31950.0000000,0.3686543
32450.0000000,0.2442791
32950.0000000,0.5011133
33450.0000000,0.2475742
33950.0000000,0.2788043
34450.0000000,0.3679003
34950.0000000,0.2548666
35450.0000000,0.2470806
35950.0000000,0.2209685
36450.0000000,0.3675127
36950.0000000,0.3581979
37450.0000000,0.2161742
37950.0000000,0.2196268
38450.0000000,0.3703229
38950.0000000,0.2888643
39450.0000000,0.2348150
39950.0000000,0.2650169
40450.0000000,0.3001874
40950.0000000,0.2034576
41450.0000000,0.2077571
41950.0000000,0.2779679
42450.0000000,0.4000165
42950.0000000,0.4041835
43450.0000000,0.3480283
43950.0000000,0.2775394
44450.0000000,0.3040271
44950.0000000,0.2610340
45450.0000000,0.2993779
45950.0000000,0.3188494
46450.0000000,0.2953945
46950.0000000,0.3883869
47450.0000000,0.2143827
47950.0000000,0.2791708
48450.0000000,0.2848633
48950.0000000,0.2128066
49450.0000000,0.3265205
49950.0000000,0.3445694
50450.0000000,0.2641397
50950.0000000,0.2787290
51450.0000000,0.3669107
51950.0000000,0.2506431
52450.0000000,0.2293579
52950.0000000,0.2528265
53450.0000000,0.4274004
53950.0000000,0.3668093
54450.0000000,0.2255605
54950.0000000,0.2413315
55450.0000000,0.1960219
55950.0000000,0.3907276
56450.0000000,0.2883563
56950.0000000,0.3416540
57450.0000000,0.3308174
57950.0000000,0.2845440
58450.0000000,0.2390853
58950.0000000,0.1859149
59450.0000000,0.2883943
59950.0000000,0.3165253
60450.0000000,0.2361979
60950.0000000,0.3312247
61450.0000000,0.3942551
61950.0000000,0.2746403
62450.0000000,0.2665454
62950.0000000,0.2483906
63450.0000000,0.2409179
63950.0000000,0.2923692
64450.0000000,0.2618043
64950.0000000,0.2465759
65450.0000000,0.3590707
65950.0000000,0.3484612
66450.0000000,0.3022991
66950.0000000,0.3275270
67450.0000000,0.2215294
67950.0000000,0.3006899
68450.0000000,0.3793070
68950.0000000,0.2938489
69450.0000000,0.3052731
69950.0000000,0.3405510
70450.0000000,0.2807237
70950.0000000,0.2289831
71450.0000000,0.2567257
71950.0000000,0.3832178
72450.0000000,0.3093079
72950.0000000,0.2615585
73450.0000000,0.2811190
73950.0000000,0.2230725
74450.0000000,0.3188901
74950.0000000,0.3025847
75450.0000000,0.2916848
75950.0000000,0.2736093
76450.0000000,0.3241737
76950.0000000,0.2762665
77450.0000000,0.3891914
77950.0000000,0.2554978
78450.0000000,0.2480610
78950.0000000,0.2592226
79450.0000000,0.2656835
79950.0000000,0.2146486
80450.0000000,0.2345033
80950.0000000,0.1717763
81450.0000000,0.3219577
81950.0000000,0.3000508
82450.0000000,0.2904757
82950.0000000,0.2915668
83450.0000000,0.2246384
83950.0000000,0.2717157
84450.0000000,0.3427322
84950.0000000,0.2163341
85450.0000000,0.2099853
85950.0000000,0.2917677
86450.0000000,0.2963857
86950.0000000,0.3705052
87450.0000000,0.3588839
87950.0000000,0.3093316
88450.0000000,0.2522204
88950.0000000,0.2978586
89450.0000000,0.4199879
89950.0000000,0.2695865
90450.0000000,0.3304783
90950.0000000,0.2754793
91450.0000000,0.2637198
91950.0000000,0.3037461
92450.0000000,0.2745746
92950.0000000,0.2497201
93450.0000000,0.2460399
93950.0000000,0.3809294
94450.0000000,0.3293494
94950.0000000,0.3279217
95450.0000000,0.3250279
95950.0000000,0.2957986
96450.0000000,0.2567668
96950.0000000,0.3070103
97450.0000000,0.2211765
97950.0000000,0.3018273
98450.0000000,0.2909741
98950.0000000,0.2974068
99450.0000000,0.3461544
99950.0000000,0.2942799
100450.0000000,0.2558210
100950.0000000,0.2425895
101450.0000000,0.3256983
101950.0000000,0.2101349
102450.0000000,0.3643592
102950.0000000,0.3728929
103450.0000000,0.2407629
103950.0000000,0.2321184
104450.0000000,0.2982531
104950.0000000,0.3174021
105450.0000000,0.3426408
105950.0000000,0.2488428
106450.0000000,0.3746970
106950.0000000,0.2697788
107450.0000000,0.2744983
107950.0000000,0.2928086
108450.0000000,0.2181366
108950.0000000,0.3715248
109450.0000000,0.3101291
109950.0000000,0.3615631
110450.0000000,0.2747656
110950.0000000,0.3124695
111450.0000000,0.2265152
111950.0000000,0.2883672
112450.0000000,0.3806461
112950.0000000,0.2307231
113450.0000000,0.4000901
113950.0000000,0.2545407
114450.0000000,0.3542290
114950.0000000,0.2220319
115450.0000000,0.4161803
115950.0000000,0.5446913
116450.0000000,0.2665833
116950.0000000,0.3393258
117450.0000000,0.2128931
117950.0000000,0.2581955
118450.0000000,0.2488467
118950.0000000,0.4207083
119450.0000000,0.3248363
119950.0000000,0.2772630
120450.0000000,0.2924086
120950.0000000,0.4008962
121450.0000000,0.4056796
121950.0000000,0.2385325
122450.0000000,0.3052194
122950.0000000,0.2103350
123450.0000000,0.3849560
123950.0000000,0.2176334
124450.0000000,0.2280272
124950.0000000,0.2552424
125450.0000000,0.2393176
125950.0000000,0.2538131
126450.0000000,0.4187407
126950.0000000,0.3044020
127450.0000000,0.2757035
127950.0000000,0.2449156
128450.0000000,0.2600134
128950.0000000,0.3335473
129450.0000000,0.2289840
129950.0000000,0.2056313
130450.0000000,0.2271400
130950.0000000,0.2465561
131450.0000000,0.2399101
131950.0000000,0.2554999
132450.0000000,0.2753876
132950.0000000,0.2233976
133450.0000000,0.2856963
133950.0000000,0.2686550
134450.0000000,0.3437846
134950.0000000,0.2553494
135450.0000000,0.2230388
135950.0000000,0.3049297
136450.0000000,0.2175736
136950.0000000,0.3090913
137450.0000000,0.2799044
137950.0000000,0.3003475
138450.0000000,0.2136568
138950.0000000,0.2554506
139450.0000000,0.2803449
139950.0000000,0.1812146
140450.0000000,0.3012545
140950.0000000,0.3546892
141450.0000000,0.3154572
141950.0000000,0.3187388
142450.0000000,0.4318469
142950.0000000,0.2491996
143450.0000000,0.4296072
143950.0000000,0.3533815
144450.0000000,0.2103937
144950.0000000,0.3278612
145450.0000000,0.3192820
145950.0000000,0.2491833
146450.0000000,0.3701890
146950.0000000,0.3182828
147450.0000000,0.2465013
147950.0000000,0.3138141
148450.0000000,0.3629351
148950.0000000,0.3111117
149450.0000000,0.2616281
149950.0000000,0.2701915
150450.0000000,0.2961037
150950.0000000,0.2117502
151450.0000000,0.1751627
151950.0000000,0.4082504
152450.0000000,0.2937883
152950.0000000,0.3117065
153450.0000000,0.2161075
153950.0000000,0.2134470
154450.0000000,0.2849285
154950.0000000,0.2378655
155450.0000000,0.3079171
155950.0000000,0.3344527
156450.0000000,0.1922311
156950.0000000,0.3139433
157450.0000000,0.2625746
157950.0000000,0.2494493
158450.0000000,0.3108886
158950.0000000,0.3015496
159450.0000000,0.3393152
159950.0000000,0.2321057
160450.0000000,0.3457788
160950.0000000,0.3616852
161450.0000000,0.3436402
161950.0000000,0.3305061
162450.0000000,0.3182682
162950.0000000,0.2816346
163450.0000000,0.3398153
163950.0000000,0.3853415
164450.0000000,0.3399545
164950.0000000,0.3225621
165450.0000000,0.2093274
165950.0000000,0.3037168
166450.0000000,0.3323019
166950.0000000,0.2177224
167450.0000000,0.2237208
167950.0000000,0.3620442
168450.0000000,0.2617497
168950.0000000,0.2409870
169450.0000000,0.2314099
169950.0000000,0.3005231
170450.0000000,0.3862545
170950.0000000,0.3295352
171450.0000000,0.2599826
171950.0000000,0.2117319
172450.0000000,0.2778599
172950.0000000,0.2497253
173450.0000000,0.2323241
173950.0000000,0.2686433
174450.0000000,0.2284475
174950.0000000,0.3273849
175450.0000000,0.2700244
175950.0000000,0.3296313
176450.0000000,0.3714755
176950.0000000,0.3418276
177450.0000000,0.3133059
177950.0000000,0.3360820
178450.0000000,0.2153220
178950.0000000,0.3546461
179450.0000000,0.2989359
179950.0000000,0.2724200
180450.0000000,0.3996834
180950.0000000,0.1921268
181450.0000000,0.3629568
181950.0000000,0.2614987
182450.0000000,0.3088468
182950.0000000,0.4488346
183450.0000000,0.3590746
183950.0000000,0.3422998
184450.0000000,0.3835037
184950.0000000,0.2579212
